url,url shortening,ip address,presence of favicon,dns record,age of domain,google index,prefix sufix,long url,label
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crWYpPfNK8RQVGVRhZaayaU7K4SNHIrz7_zCdB-3eqHYxbHfk_BCkstBDvMnP3iW1U8C_GqYtuaiblm_fjYi6irUi2Tx9bTIZglDca15dCJmgE1ghmTBNmNVsg6AJ0Qqfb0iwPSG1pqFgkf98Le909uS2Z9zJnpfxfM66J1X7D5phkBW8D_TzD1hkMA_yh2PWlvcxB5z8o3Csdejg0KwEhEwNkSog\%3D\%3D&amp;attredirects=2,0,0,1,0,0,0,1,1,1
www.sxrxrz.com/bz/login.html?amp;app=com-d3&amp;amp;eu.battle.net/login/en/?ref=us.battle.net/d3/en/index,0,0,1,0,0,1,1,1,1
tools.ietf.org/html/rfc1063,0,0,1,0,0,1,0,0,1
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=dhcgcwzus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
mylondonroom.com/ppay/eucbt/login.html?mi-kyanto@hotmail.it,0,1,1,1,0,1,1,0,1
resgatefidelidadetam2013.biz.br.ms/,0,0,1,0,0,1,0,0,1
papal.gofreeserve.com/measures.php?=paypal=_login-submit&dispatch=service_centre,0,0,1,0,0,0,1,1,1
www.memex.org/meme2-13.html,0,0,1,0,0,1,1,0,1
www.labyrinth.net.au/~tdp/,0,0,1,0,0,0,0,0,1
www.aaxcomponents.com/aaxDriveManager/main.htm,0,0,1,0,0,1,0,0,1
tools.ietf.org/html/rfc1289,0,0,1,0,0,0,0,0,1
natwestbank.ttranswema.tk/ebanking/infojjj/,0,0,1,0,0,1,0,0,1
tools.ietf.org/html/rfc2694,0,0,1,0,0,0,0,0,1
yesilmimar.com/Paypalupdate/webscr/index.php,0,0,1,0,0,0,0,0,1
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.010878667302805058979998720140785745758567584227545477587.rounceconstruction.co.uk/1a66fda4600c30c0b9aa8b7008500ac8/,0,1,1,1,0,0,1,1,1
8464.eu/form/use/MailUpgrade/form1.html,0,0,1,0,0,1,0,0,1
www.nasteviwedding.com/install/form.asp.php,0,1,1,1,0,0,0,0,1
habbomoedasgratis0001.blogspot.com/,1,1,0,1,0,1,0,0,1
www.cncs.com.br/wp-content/content/,0,0,1,0,0,1,1,0,1
www.dassault-aviation.com/en/space.html?L=1,0,0,1,0,0,0,1,0,1
remax.frascareli.com.br/,0,0,1,0,0,1,0,0,1
duh.com/discordia/,0,0,1,0,0,0,0,0,1
www.thaiopensource.com/nxml-mode/,0,0,1,0,0,0,1,0,1
www.accusoft.com/java.htm,1,0,1,0,0,1,0,0,1
jpbrewton.tripod.com/jamesbrewton/,0,0,1,0,0,0,0,0,1
tardafs.com/dkua26y5p9rz8s120155/YWRlbXBpZXJlLmFuZnJhZ2VAaW50ZWdyYXRpby5jaA==/xDEsdR/ZmFyenRvZHMub3Jn,0,1,1,1,0,1,0,1,1
ffv-9.9hz.com/,0,0,1,0,0,1,1,0,1
dorn.transfer-pp-konflikt.com/user-konflikt.php,1,1,1,1,0,0,1,0,1
tools.ietf.org/html/rfc1298,0,0,1,0,0,1,0,0,1
www.equi-lab.com.tn/Connections/IBlogin.htm,0,0,1,0,0,1,1,0,1
www.thetruckshop.net/admin/spaw2/uploads/files/,0,0,1,0,0,1,0,0,1
www.domainfellow.com/help.asp,0,0,1,0,0,0,0,0,1
sitebr.comze.com/,0,0,1,0,0,1,0,0,1
exinfmvs.securesites.net/training/,0,0,1,0,0,1,0,0,1
verified-access.us.tf/,0,0,1,0,0,1,1,0,1
www.shinyei.co.jp/AFCBearings/index.htm,0,0,1,0,0,0,0,0,1
www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=g5436NLs6i4oGYMGn82dc33hC1B6ekRjMj4U7B343UU67HE03e0/07858fd39f505a0fa8ac954670e22119/,0,1,1,0,0,1,1,1,1
paypal.com.cgi-bin.jewulski.pl/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,0,1,1,1,0,0,1,1,1
services.runescape.co.cm/m=forums/forums.vs?1549,0,0,1,0,0,0,0,0,1
ptost.ru/modules/mod_sys/0832218892/login3848465/,0,1,1,1,0,0,0,0,1
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=mqqaeukus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
bonnietijerina.com/serviceupdate/O2Network_Security.html,0,0,1,0,0,1,0,0,1
entretecno.cl/images/facte/5c53dc761d3567354fde1bea90b5fc34/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0,1,1,0,0,0,1,1,1
s.hongleongconnect.my.alohaimoveis.com.br/s.hongleongconnect.my/index.htm,0,0,1,0,0,1,0,0,1
www.wtrt.net/~jands,0,0,1,0,0,1,0,0,1
paypal.clp-it.co.uk/toate/6MA1z/,1,1,1,1,0,1,1,0,1
www.acc.umu.se/~corps/albedo/,0,0,1,0,0,0,0,0,1
webhelpplace.ucoz.com/outlook.htm,0,0,1,0,0,1,0,0,1
www.chooknet.com.au/cache/cielocadastro/cadastro7.html,1,0,1,0,0,1,0,0,1
www.isearchthenet.com/isearch/,1,0,1,0,0,1,0,0,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/,0,0,1,0,0,0,1,0,1
www.traffick.com/article.asp?aID=53,0,0,1,0,0,0,0,0,1
icxr.com/aczoom.html,0,0,1,0,0,1,0,0,1
plstrade.ca/images/aqq1/index.php,0,0,1,0,0,0,0,0,1
interactuandoconlainema.edu.co/Paypal/Account/login.php,0,0,1,0,0,0,0,0,1
update-information010.bjit.com.au/?/cgi-bin/webscr?cmd=_login-\%0d\%0asubmit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,1,1,1,0,0,1,1,1,1
paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.4353452657233533453.lindenleafnannies.com/84a097de67189c8fbb108e1ed72e48f1/,0,1,1,1,0,0,0,1,1
www.edos.com.tr/images/web/,0,0,1,0,0,1,0,0,1
bearben.com/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbi5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAwMjI3Mw==,0,1,1,0,0,0,0,1,1
alvinltd.yolasite.com,0,1,1,1,0,1,0,0,1
www.webmastermedia.net/home/,0,1,1,1,0,1,0,0,1
robotics.ee.uwa.edu.au/lgrammar/,0,0,1,0,0,0,0,0,1
www.scdyw.mobi/JS/?us.battle.net/login/en/?ref=tratbucus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
www.gamefaqs.com/psp/932613-ratchet-and-clank-size-matters/data,0,0,1,0,0,0,1,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqp0Bttb1zqOLGEE-26KL9QtaTxxBha_h_z9x_xK8o3KYrwiTkW2oWSqJeXnpSlRn6xH3Bu0Csmc43k4fcO_PGXSe-Y1mhrbVNcOIWM-hs8XBuPn4P7Kxia0aUyB97wO7t1612XzfU-UyFx7i3-Rk7hEJ8vm_vi8rNgcN8Bz0RZYHcixMIvdtDdtFDI1GuNhFjX7d_ErAOd06UOmKfTkFKpV2bf5w\%3D\%3D&amp;attredirects=2,0,0,1,0,0,0,1,1,1
cityparkalbania.com/remax/,0,0,0,0,1,1,0,0,1
www.csmonitor.com/2002/0418/p01s01-ussc.html,0,0,0,0,0,0,1,0,1
www.toysrgus.com/toysrusbs.html,0,0,0,0,0,0,0,0,1
lc77.ru/modules/mod_templ/9394860880/241250503/,0,1,1,1,0,0,0,0,1
paypal.com-us.cgi-bin.webscr-cm-login.submit-distch.588us1-9db1.net-hosting.gr/tml/paypal.com-us.cgi-bin.webscr-cm-login.submit-distch.588us1-9db1/d6e412a55b98ff2d63866bb3a63942cb/,0,0,1,0,0,0,1,1,1
arbiter.wipo.int/domains/decisions/html/2001/d2001-0383.html,0,0,0,0,0,1,1,0,1
www.biancoguayiaquil.com/bg/indexAhorro.html,0,1,1,1,0,1,0,0,1
diecobath.com/images/banners/remax/index.htm,0,0,1,0,1,1,0,0,1
www524.paypal.co.uk.31792.ssl-320.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_09E535D8587DC25892C4,0,0,1,0,0,1,1,1,1
www.zetetics.com/bj/papers/oofs.htm,0,0,1,0,0,1,0,0,1
ridecker.com/Paypal_Virefication/,0,0,1,0,0,1,0,0,1
www.itl.nist.gov/div897/ctg/software.htm,0,0,0,0,0,0,0,0,1
tools.ietf.org/html/rfc476,0,0,1,0,0,1,0,0,1
fullcredit.hu/verification/use/sec22/form1.html,0,0,1,0,0,1,0,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cotDtRljTuKRmykRGDWl0iWiJ_hYxyK4RZNQJR4iO7LUFpYWaYfkZUKH6VmGD2OvGH81NZJIMuAjrbbcLo6w_cU0y19TBDMnd0jwLHJhW5zcybqQt9TQ0aqqdBFt92HEskmdSVAPXb4dtmyC6ijbyiP9nC5pZt_WlhA2whn8xk3FzoFCRTxv-yBuWj9sVXTLpKKxHJWFMw10z3vEyaM7TvfcxpPtg==&amp;attredirects=1,0,0,1,0,0,0,1,1,1
www.davidjayvoiceover.com/demo.htm,0,1,1,1,0,1,0,0,1
desinvestmentproperties.com/wp-content/themes/twentyten/yahool2.php,0,1,1,1,0,1,1,0,1
www.paypal.ca.3041.secure1r.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=ae20b94d3539a250051d4c5bf4cdb1db,0,0,1,0,0,1,0,1,1
tools.ietf.org/html/rfc1243,0,0,1,0,0,1,0,0,1
ok.llok.asia/login/en/login.html,0,0,1,0,0,1,0,0,1
www.pousadavillarejo.com.br/logs/bankline.com.br/GRIPNET/bkl/com.dl/,0,0,1,0,0,1,0,0,1
scootersafe.net/RemaxNew/index.php,0,1,1,1,0,1,0,0,1
www.w3.org/TR/xpath-functions/,0,0,0,0,0,0,1,0,1
www.skynet.ie/~caolan/Packages/libwmf.html,0,0,1,0,0,1,0,0,1
construmaxbahia.com.br/images/recadastro/,0,0,1,0,0,1,0,0,1
abertislimsa.tekcities.com/Sample=9343=ID-Login.html,0,0,1,0,0,1,1,0,1
thisisboutique.com/wp-content/upgrade/pp.html,0,0,1,0,0,1,1,0,1
pastehtml.com/view/b4016b92h.html,0,0,0,0,0,1,0,0,1
www.angelfire.com/de2/newconcepts/index.html,0,0,1,0,0,1,0,0,1
simecchilesa.com/00/a74b721bc2bc583a7f35c1097ad82347/,0,0,1,0,0,1,0,0,1
fun-dive.com/gps/?check=1i23383481.html,0,0,1,0,0,1,1,0,1
promocaoredecard.host56.com,0,0,1,0,0,1,0,0,1
www.msstate.edu/org/mta/,0,0,1,0,0,1,0,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp368g_aAbIrqRl5kgAR58-xr8VGDnEP7X68OK90WbFvmhPgBW4jxdRojdsA-DyMN3SN4mAo6VDub5QqmkNmspIUFzt1dtBHZkBhPKAiT9mW1_flxpWxi087F8PM0hh1x3TKfwoBDWA1XJyRMiLR4khWAVLeAAnhbSftOcD2zHMw68vhbmwzIHSX6odTBywE5Z5IsWWnhJyEJsBzPObPr-qcJJK3g\%3D\%3D&amp;attredirects=1,0,0,1,0,0,0,1,1,1
www.mygold.cc/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;nmexqoqamp;ssl=0&amp;dest,0,0,1,0,1,1,0,1,1
rybkj.cn/jpg/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,0,0,0,1,1,1,1,1
www.revolutionmillstudios.com/history.html,0,0,1,0,0,1,0,0,1
www.bgraregistration.com/images/en-GB/verfication/Processing.htm,0,0,0,0,1,1,1,0,1
spdg1.sci.shizuoka.ac.jp/grwinlib/english/,0,0,1,0,0,1,0,0,1
www.520168.cn/style/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,0,0,1,0,0,1,1,1,1
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/f77ab309b690fc1af43c295a5669b5d3/,0,0,1,0,0,1,1,1,1
square.umin.ac.jp/~hchang/ksm/,0,0,1,0,0,0,0,0,1
www.ca.com/us/database-management.aspx,0,0,0,0,0,1,1,0,1
wotug.ukc.ac.uk/parallel/environments/pvm3/tape-pvm/,0,0,1,0,0,1,1,0,1
www.mozilla.org/projects/security/pki/jss/,0,0,1,0,0,1,0,0,1
www.cl.cam.ac.uk/~mgk25/ada.html,0,0,1,0,0,1,0,0,1
szw.lut.cn/www/admin/upload/images/blog/?us.battle.net/login/en/?ref=hixsdsmus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
www.onjava.com/pub/a/onjava/2002/12/04/realjdo.html,0,0,0,0,0,1,0,0,1
www.hormonewellstore.com/update-paypal/paypal-update/index.htm,0,1,1,1,0,1,1,0,1
support-loginoer.tk/login.asp?app=bam&ref=us.battle.net/account/management/index.xml,0,0,1,0,0,1,1,1,1
spkore.com/wp-includes/images/ps.php,0,1,1,1,0,1,1,0,1
tibia.com.comuunity.guilds.subtopic.w.interia.pl/acoount.html,0,0,0,0,0,1,0,0,1
paypal-german.de/login/78517/index.php,0,1,1,1,0,1,1,0,1
www.w3.org/Robot/,0,0,1,0,0,0,0,0,1
www.3-rivers.com/software/,0,0,1,0,0,1,1,0,1
djdj4.com/Js/,0,0,1,0,0,1,0,0,1
www.moitozo.com/ministryfriends/install/data/catalog2/product/Authorization.html,0,0,1,0,0,1,0,1,1
www.computerhope.com/rdebug.htm,0,0,0,0,0,0,0,0,1
presslinkpr.com/images/del/,0,0,0,0,0,1,0,0,1
webopedia.com/TERM/d/data_compression.html,0,0,0,0,0,1,0,0,1
www.rulestibia.yoyo.pl/,0,0,0,0,0,1,0,0,1
www.rkk.cz/~mpoupe,0,0,1,0,0,1,0,0,1
jovantrade.com/houses/remax/index.htm,0,0,1,0,0,1,0,0,1
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/bca7c2172a228c1c34c9a7718092df95/,0,0,1,0,0,1,1,1,1
www.red-ring.com/products.htm,0,0,0,0,0,1,1,0,1
www.openroad.ca/vanjug,0,0,0,0,0,0,0,0,1
paypal.com.cgi-binwebscr.cmd.flow.session.0ublxbtoxkn08tj9bvo334ue.u56ispo9ehc9g.vsyspujymvofeijg.dispatch.c70bbe4152667b97c3d1f6a850acfdd2fbb19a3d47242b07152noo.online.epayupgrad.e-recruitmentcam.com/98d759bc00348446d1b109dc83ec3aab/,0,1,1,1,0,1,1,1,1
discovermagazine.com/1997/apr/thecurseofqwerty1099,0,0,1,0,0,1,0,0,1
verify-aol-account.yolasite.com,0,1,1,1,0,1,1,0,1
painterspaintings.com/P_mindelse-koordinaterne-dk/ade5bf4320486d3204670a755ea44c37/,0,1,1,1,0,1,1,1,1
opt.pabos.com.ua/update/webscr.php?amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e51873357f77b243e5f038492eb3c28dd91873357f77b243e5f038492eb3c28dd9&amp;cmd=_login-run,0,1,1,0,1,1,1,1,1
www.buyagro.com/sandan/index.htm,0,0,1,0,0,0,0,0,1
cine-3d.com.ar/g,0,1,1,1,0,1,1,0,1
szlingyu.cn/js,0,0,1,0,1,1,0,0,1
thebbs.org/dns/,0,0,1,0,0,0,0,0,1
msdn.microsoft.com/en-us/library/aa260637(VS.60).aspx,1,0,0,0,0,1,1,0,1
thomba.org/yDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=YnktZWZmZWN0QHdlYi5kZQ=Message-ID:,0,1,1,0,0,1,1,1,1
www.allisons.org/ll/Logic/Prolog/,0,0,1,0,0,0,0,0,1
www.mpitime.com/mpi/home.html,0,0,1,0,0,1,0,0,1
advancedsystem.ru/serv/includes/us/cg1-bin/webscr.htm?cmd=_login-submit,0,1,1,1,0,1,1,0,1
www.nativetechnologyinc.net/native/,0,1,1,1,0,1,0,0,1
mc121mailnyahoverimcwel3.3owl.com/siasia1.html,0,0,1,0,0,1,0,0,1
members.optusnet.com.au/dacoutts/Billabong/rfluxx.htm,1,0,1,0,0,0,0,0,1
use.qualityresearchsurvey.com/splashpage.aspx?amp;nm=01vgare28txhan&amp;amp;s=4577&amp;amp;se=53&amp;amp;ust=69d570f2afb54d3c982ac73c51dbc582&amp;g=1970b5e943fc473386eba115316e4b66,0,1,1,1,0,1,0,1,1
northwestriverguides.com/interacpayment2/rbc/.secure/,0,0,1,0,0,1,0,0,1
refbeg.info/aTcntrlde/webscr_prim.php?cmVmYmVnLmluZm8=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NTMxNDA2Nw==,0,1,1,0,0,1,0,1,1
www.dmoz.org/guidelines/editall/,0,0,1,0,0,1,0,0,1
www.clcatv.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,0,0,1,0,1,1,1,1,1
aspadministracao.com.br/wp-content/plugins/yet-another-related-posts-plugin/yarpp-templates/dk/paypal.dk/webscr.htm?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,0,1,1,0,0,1,1,1,1
www.stm.info/English/metro/a-index.htm,0,0,0,0,0,1,1,0,1
www.sariagil-taskale.com/PY/paypal/?cmd=_login-run,0,1,1,1,0,1,1,0,1
tools.ietf.org/html/rfc1160,0,0,1,0,0,1,0,0,1
www.discovergames.com/Prefix.html,0,0,1,0,0,1,0,0,1
tools.ietf.org/html/rfc1478,0,0,1,0,0,1,0,0,1
www.acollab.fr//wp-includes/aol.com/update.htm,0,0,1,0,0,1,1,0,1
www.bandsman.co.uk/other.htm,0,0,0,0,0,0,0,0,1
noticiasespeciaishabbo.rel7.com/,0,0,1,0,0,1,0,0,1
tools.ietf.org/html/rfc2437,0,0,1,0,0,0,0,0,1
tools.ietf.org/html/rfc3153,0,0,1,0,0,0,0,0,1
www.hdw-inc.com/postcard/send.html,0,0,0,0,0,0,1,0,1
secure.runescape.com.secure.yk-login.com/m=weblogin/loginform.html,0,1,1,1,0,1,1,0,1
www.qmsintegration.com/media/credicard/index.php,0,0,1,0,0,1,0,0,1
www.alfamatrica.hu/wp-includes/theme-compat/boqbl.html?_nfpb=change_form,0,0,1,0,0,1,1,0,1
adverteaze.com/remax/index.htm,0,0,0,0,0,1,0,0,1
pastehtml.com/view/boyg3vzv1.html,0,0,0,0,0,1,0,0,1
us.battle.net.en.xx-rs.com/login/en/login.html?app=wam&amp;ref=battle.net/account/&amp;eor=0&amp;app=bam,0,1,1,1,0,1,1,1,1
www.thayankeesite.com/paypal.fr/md=_login-run&dispatch=\%5D/service/paypal.fr/,0,1,1,1,0,0,1,1,1
www.voting-yahoo.com/votee854.html?pid=36,0,1,1,1,0,0,1,0,1
blogapuestas.com/images/comprapremiada/index.html,0,0,1,0,0,0,0,0,1
paypal-web.de/login/6666/,0,1,1,1,0,0,1,0,1
www.theperlreview.com/Issues/The_Perl_Review_0_6.pdf,0,0,1,0,0,0,0,0,1
dongmun.sestech.co.kr/bbs/icon/aol.html/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/update.php,0,1,1,0,0,0,0,1,1
paypal.com-login-update-213412312.juokas.aina.lt/Pay_EN.php?cmd=_login&dispatch=5885d80a13c0db1f8e263663d3faee8d4b3d02051cb40,0,1,1,0,0,0,1,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqooSdEvcH4VJu1tWnScfmpiJBq5bAw_QSOmgCOO2Pisq_5wzFZMV7nK-WYsN0W2cB0lug_QX-SnYrT6TwPBK84LakjQrgJuZde2Ey9kTOg6lK_nqp-BLjGnkksVwIiQaOBj8wW02HqqImf2Hz4iw2Dvph7gLT8d3SCaCsGM0h64qBoI6de3jMKdX0WmB003VPFEbj0UVjUZi__P6MVF2vhGqgtZA\%3D\%3D&amp;attredirects=0,0,0,1,0,0,0,1,1,1
newsbreaks.infotoday.com/nbreader.asp?ArticleID=17825,0,0,0,0,0,0,0,0,1
sabilich.net/GRcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=bi5zY2hpcHBlckBhcmNvci5kZQ=Message-ID:,0,1,1,1,0,0,1,1,1
mahoganybooks.com/js/?rover.ebay.com/rover/0/e11050.m43.l1123/7,0,0,1,0,0,0,0,0,1
projects.arin.net/rwhois/,0,0,1,0,0,0,0,0,1
www.yav.com/yav/emailmagician.html,0,0,1,0,0,0,0,0,1
www.fes.org.mt/tmp/www.paypal.com/us/cgi-bin/webscrcmd.htm,0,0,0,0,0,0,1,0,1
www.ifthentechnology.com/toolkit.asp,0,1,1,1,0,0,0,0,1
www211.paypal.ca.53249.securessl-100.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit,0,0,1,0,0,0,1,1,1
digilander.libero.it/rhadamanthe/,0,0,0,0,0,0,0,0,1
www.gnu.org/software/emacs/emacs-paper.html,0,0,0,0,0,0,1,0,1
www.cs.brown.edu/people/jak/proglang/cpp/stltut/tut.html,0,0,1,0,0,0,0,0,1
www.poliservis.lt/temp/information.html.html,0,0,0,0,0,0,0,0,1
savecdn.com/addon/coupontool2/iframe2.php,0,1,1,1,0,0,0,0,1
zed001.tripod.com/metrohelp/,0,0,1,0,0,0,0,0,1
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.010878667302805058979998720140785745758567584227545477587.rounceconstruction.co.uk/00791e6375b257149a91abe208ef3831/,0,1,1,1,0,0,1,1,1
masy-global.com/images/www.rbc.com/index.php,0,0,1,0,0,0,1,0,1
www.hnqsfz.com/images?ref=us.battle.net/d3/en/index,0,0,1,0,0,0,0,0,1
www.yahooorfb.com/page/vote.php?pid=36,0,1,1,1,0,0,0,0,1
2lo.rz.pl/stulecie/news/capac/be/more/safe/whit/us/visa/index.php,0,0,0,0,0,0,0,0,1
florimat.com/classe/new/websrc.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0ee980f04f922fe055142067d3daa08431e980f04f922fe055142067d3daa08431,1,1,1,0,0,0,1,1,1
www.xemico.com/wub/,0,0,1,0,0,0,0,0,1
holzgermany.com/templates/beez/5148307293/336264262473734/,0,1,1,1,0,0,0,0,1
efuiks.w.interia.pl/,0,0,0,0,0,0,0,0,1
www.icccali.com/rockenespanol/oyentes/dat/windhoek_tours/verificated/default.asp/,0,1,1,1,0,0,0,1,1
velvetdigital.com.br/ae.eimmail.mail.etisalat.com.mc-welcomecgi-bin.webscr.cmd.login.dis/try/login.htm,1,0,1,0,0,0,1,1,1
obscure.org/~jaws/htmlhelp.html,0,0,1,0,0,0,0,0,1
www.sdjdyy.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,0,0,0,1,0,1,1,1
search.cpan.org/dist/IMAP-Admin/,0,0,0,0,0,0,1,0,1
senikehidupan.my/v1/wp-content/themes/Feather/psd/paypal/Pay_FR.php,0,0,1,0,0,0,1,0,1
www.gamepile.com/details.php?id=21,0,0,1,0,0,0,0,0,1
lnk.co/I12D7,0,0,1,0,0,0,0,0,1
www.ordination-shokry.at/plugins/content/upgrade/language/,0,0,1,0,0,0,1,0,1
www.amusedhome.com/paypal.it/italia/error_login.html,0,1,1,1,0,0,0,0,1
blog.shjas.org/a/login.html?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;app=com-d3,0,0,1,0,0,0,1,1,1
www.bienestaromni.com/sample/index.html,0,0,1,0,0,0,0,0,1
www.itaupersonnaite.com,0,1,1,1,0,0,0,0,1
tools.ietf.org/html/rfc1707,0,0,1,0,0,0,0,0,1
ztipptops.org/amVubnkuZ3VlbGRuZXJAdC1vbmxpbmUuZGU=/DEsdR/cgicud3njxls6p4qg7,0,1,1,0,0,0,0,0,1
www.wvp.com/shang.shtml,0,0,1,0,0,0,0,0,1
cadastrarnovapromocao.com.br/?\%EE\%83\%87\%EF\%BC\%82#sa\%20premios\%20santander&amp;pbx=1&amp;oq=&amp;aq=&amp;aqi=&amp;aql=&amp;gs_sm=&amp;gs_upl=&amp;bav=on.2\%2cor.r_gc.r_pw.\%2ccf.osb&amp;fp=aa151a29d476e27c&amp;pf=300,0,1,1,0,0,0,0,1,1
www.cs.sfu.ca/~kabanets/,0,0,1,0,0,0,0,0,1
pastehtml.com/view/bfv70mlcc.html,0,0,0,0,0,0,0,0,1
"www.runescape-services-174894.tk/m=forum/forums.ws?98,99,69,6084532",0,0,1,0,0,0,1,0,1
www.akeni.com/product/jabber.php,0,0,1,0,0,0,0,0,1
home.earthlink.net/~t4000/Backplane/index.htm,0,0,1,0,0,0,0,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7coGxptCbYj57RyGJNRtxeFnmj333T9e3EfTMyvxzm0AI7UFa4vtfkA9ICbXUxddUbBFKSJ28eU_dc5kgaJreCJNJjtdRfEH-FluFRrbVISWUkw1WGU9Zu8IJJWep8-iAvLPlCV8VW0dogd-599bpHe5gE8kFLoZ8LlQpa3tav0f4AELuhWLMiqvtv9un8wvlS8NclFAeru1Rgw-Dg_H1vkk29Ps9w\%3D\%3D&amp;attredirects=1,0,0,1,0,0,0,1,1,1
justoneofthosethings.co.uk/bahi\%20paypal/secure-code0/security/login.php,0,1,1,1,0,0,1,0,1
software.visicommedia.com/en/products/acehtml/,0,0,1,0,0,0,0,0,1
soguksumahallesi.net/ppl/cmd=_login-submit&amp;dispatch=u4575jh4414a50598f04d34b4575224bf5056875455hhj2/mizzoow/home.html,0,1,1,1,0,0,1,1,1
worldcat.org/identities/lccn-n77-18721,0,0,0,0,0,0,1,0,1
groups.yahoo.com/group/Buzz-Buzz/,0,0,0,0,0,0,1,0,1
sip.clarku.edu/tutorials/True_BASIC.html,0,0,1,0,0,0,0,0,1
www202.paypal.co.uk.93005.ssl-890.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_B49E10E35DCC52942154,0,0,1,0,0,0,1,1,1
craiggallivan.com/facte/c89110b7f3a78c4399ab3a68c2a602a9/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0,1,1,1,0,0,1,1,1
